match_id,series_id,match_details,result,Team1,Score1,Team2,Score2,date,venue,round,home,away,winner,win_by_runs,win_by_wickets,balls_remaining,innings1,innings1_runs,innings1_wickets,innings1_overs_batted,innings1_overs,innings2,innings2_runs,innings2_wickets,innings2_overs_batted,innings2_overs
980991,968923,"46th match:KXIP v SRH at Mohali- May 15, 2016",SRH won by 7 wickets (with 2 balls remaining),KXIP,179,SRH,180,15/05/16,Mohali,46th match,KXIP,SRH,SRH,,7,2,KXIP,179,4,20,20,SRH,180,3,19.4,20
980993,968923,"47th match:MI v DD at Visakhapatnam- May 15, 2016",MI won by 80 runs,MI,206,DD,126,15/05/16,Visakhapatnam,47th match,MI,DD,MI,80,,,MI,206,4,20,20,DD,126,10,19.1,20
980995,968923,"48th match:KKR v RCB at Kolkata- May 16, 2016",RCB won by 9 wickets (with 8 balls remaining),KKR,183,RCB,186,16/05/16,Kolkata,48th match,KKR,RCB,RCB,,9,8,KKR,183,5,20,20,RCB,186,1,18.4,20
980997,968923,"49th match:RPS v DD at Visakhapatnam- May 17, 2016",RPS won by 19 runs (D/L method),DD,121,RPS,76,17/05/16,Visakhapatnam,49th match,RPS,DD,RPS,19,,,DD,121,6,20,20,RPS,76,1,11,11
980999,968923,"50th match:RCB v KXIP at Bangalore- May 18, 2016",RCB won by 82 runs (D/L method),RCB,211,KXIP,120,18/05/16,Bangalore,50th match,RCB,KXIP,RCB,82,,,RCB,211,3,15,15,KXIP,120,9,14,14
981001,968923,"51st match:GI v KKR at Kanpur- May 19, 2016",GI won by 6 wickets (with 39 balls remaining),KKR,124,GI,125,19/05/16,Kanpur,51st match,GI,KKR,GI,,6,39,KKR,124,8,20,20,GI,125,4,13.3,20
981003,968923,"52nd match:DD v SRH at Raipur- May 20, 2016",DD won by 6 wickets (with 0 balls remaining),SRH,158,DD,161,20/05/16,Raipur,52nd match,DD,SRH,DD,,6,0,SRH,158,7,20,20,DD,161,4,20,20
981005,968923,"53rd match:RPS v KXIP at Visakhapatnam- May 21, 2016",RPS won by 4 wickets (with 0 balls remaining),KXIP,172,RPS,173,21/05/16,Visakhapatnam,53rd match,RPS,KXIP,RPS,,4,0,KXIP,172,7,20,20,RPS,173,6,20,20
981007,968923,"54th match:GI v MI at Kanpur- May 21, 2016",GI won by 6 wickets (with 13 balls remaining),MI,172,GI,173,21/05/16,Kanpur,54th match,GI,MI,GI,,6,13,MI,172,8,20,20,GI,173,4,17.5,20
981009,968923,"55th match:KKR v SRH at Kolkata- May 22, 2016",KKR won by 22 runs,KKR,171,SRH,149,22/05/16,Kolkata,55th match,KKR,SRH,KKR,22,,,KKR,171,6,20,20,SRH,149,8,20,20
981011,968923,"56th match:DD v RCB at Raipur- May 22, 2016",RCB won by 6 wickets (with 11 balls remaining),DD,138,RCB,139,22/05/16,Raipur,56th match,DD,RCB,RCB,,6,11,DD,138,8,20,20,RCB,139,4,18.1,20
981013,968923,"Qualifier 1:GI v RCB at Bangalore- May 24, 2016",RCB won by 4 wickets (with 10 balls remaining),GI,158,RCB,159,24/05/16,Bangalore,Qualifier 1,GI,RCB,RCB,,4,10,GI,158,10,20,20,RCB,159,6,18.2,20
981015,968923,"Eliminator:SRH v KKR at Delhi- May 25, 2016",SRH won by 22 runs,SRH,162,KKR,140,25/05/16,Delhi,Eliminator,SRH,KKR,SRH,22,,,SRH,162,8,20,20,KKR,140,8,20,20
981017,968923,"Qualifier 2:GI v SRH at Delhi- May 27, 2016",SRH won by 4 wickets (with 4 balls remaining),GI,162,SRH,163,27/05/16,Delhi,Qualifier 2,GI,SRH,SRH,,4,4,GI,162,7,20,20,SRH,163,6,19.2,20
981019,968923,"Final:RCB v SRH at Bangalore- May 29, 2016",SRH won by 8 runs,SRH,208,RCB,200,29/05/16,Bangalore,Final,RCB,SRH,SRH,8,,,SRH,208,7,20,20,RCB,200,7,20,20
